id,transaction_id,name,item_type_category_id,amount,quantity,confidence
5128487f-ce0b-5279-9625-d51ce0b1ec78,ffcc446e-457f-5305-b4bc-91ea587d20eb,"Simple Truth organic Greek yogurt, 32 oz",968cb096-c18d-575b-81f5-6d06a9ee3a17,15.30,1,0.8
25a75758-3f4f-52f3-bfab-ba3d1fcf7264,da9f6404-d43b-5515-ac84-a48887b90609,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,41.58,3,0.91
21e12676-3ffc-5b2c-afb9-54659d656efa,da9f6404-d43b-5515-ac84-a48887b90609,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,35.18,2,1.0
5539f421-6f65-52db-9cea-5826a4736458,da9f6404-d43b-5515-ac84-a48887b90609,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,57.18,3,0.98
2bf4b8fd-e7cd-5ec8-9169-f5b6aa00a958,8ba0ee7e-8836-59f4-8fa2-03aa7bc0380b,"Tillamook cheddar cheese block, 2.5 lb",968cb096-c18d-575b-81f5-6d06a9ee3a17,99.71,3,0.78
d3e7787d-06f8-510c-ba63-e7e94c854c63,8ba0ee7e-8836-59f4-8fa2-03aa7bc0380b,"Tillamook cheddar cheese block, 2.5 lb",968cb096-c18d-575b-81f5-6d06a9ee3a17,126.60,3,0.77
60c53fa3-4102-5be3-ba64-bc60a4693da7,64bd1860-cc8f-598b-baf2-4eda39eff22d,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,2.33,1,0.88
87321525-db87-5adf-a169-c0efc10c4647,64bd1860-cc8f-598b-baf2-4eda39eff22d,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,1.72,3,0.89
f8d4ea5a-46f5-5c91-9a01-0af51b00c4f6,64bd1860-cc8f-598b-baf2-4eda39eff22d,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,3.63,1,0.76
c34194b3-74ba-5020-bd0a-76806673856b,64bd1860-cc8f-598b-baf2-4eda39eff22d,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,2.20,1,0.74
3edd5c35-1889-53b6-a259-c450735289ed,64bd1860-cc8f-598b-baf2-4eda39eff22d,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,6.13,3,0.87
7e1379f9-4051-54ed-9822-597ed499beec,72941bae-2b0b-50cd-813a-ae92e9de39f4,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,22.81,3,0.77
9f109762-2927-5f73-adb3-76ffcb969a02,72941bae-2b0b-50cd-813a-ae92e9de39f4,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,20.98,1,0.74
31c605f7-8f16-5e53-86d7-f51828256838,72941bae-2b0b-50cd-813a-ae92e9de39f4,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,26.62,3,0.95
177e9ec1-c5d3-55e3-847d-c33ed66e4b75,72941bae-2b0b-50cd-813a-ae92e9de39f4,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,37.08,2,0.71
bb84d2bc-42a9-5ef5-9bb1-1bbf6fbf3770,72941bae-2b0b-50cd-813a-ae92e9de39f4,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,45.35,3,0.94
3d2e05c1-90cc-5223-9c69-5f2e3b1a6072,86071c4c-4d40-5cbf-a20b-3902717e374f,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,14.23,1,0.71
87913b69-ad84-5783-88ca-2b6107b34fab,86071c4c-4d40-5cbf-a20b-3902717e374f,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,18.92,1,0.82
acdf5425-f34f-5811-8eb7-007b42d611c4,86071c4c-4d40-5cbf-a20b-3902717e374f,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,11.06,1,0.91
b1fd9540-4940-518e-bb44-410e2c93d692,86071c4c-4d40-5cbf-a20b-3902717e374f,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,29.66,3,0.81
889dcf35-748d-59a2-82e2-0422f35dad00,ca950e06-9ae8-5ba1-a4bc-eb2df2142b08,Insignia 6-outlet surge protector,dfc56eef-4ac9-50ce-b4c8-81cc669c4374,45.91,1,0.94
17e8ed63-6804-55ca-bf5c-5ea44ec50647,ca950e06-9ae8-5ba1-a4bc-eb2df2142b08,"Apple AirTag, single pack",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,56.84,3,0.94
b3962829-b580-56d0-98c6-2bd58a25fd49,ca950e06-9ae8-5ba1-a4bc-eb2df2142b08,"SanDisk Extreme portable SSD, 1TB",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,58.95,1,0.9
8c074977-11eb-5987-85a7-99b068695819,ca950e06-9ae8-5ba1-a4bc-eb2df2142b08,"Apple AirTag, single pack",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,45.82,1,0.88
22699505-2265-585c-acc1-548cfc2208c5,ca950e06-9ae8-5ba1-a4bc-eb2df2142b08,"Apple AirTag, single pack",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,124.22,2,0.87
aae03a6f-4b7b-5fd0-a6fe-c43d92d3ab03,d7d2ecda-d706-577a-a429-81c88d094dbf,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,18.82,1,0.76
b9d73a6f-ab8b-5a2e-8621-5cc05aa6e3d7,d7d2ecda-d706-577a-a429-81c88d094dbf,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,28.00,3,0.94
0749cb8f-b35b-51f3-b661-5922fea662b4,d7d2ecda-d706-577a-a429-81c88d094dbf,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,25.82,3,0.99
e340e150-3118-5674-ba65-e5a3d58953f9,d7d2ecda-d706-577a-a429-81c88d094dbf,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,35.67,1,0.87
ab848e3b-432d-5364-8b5a-d7ac27e5789a,dab5901a-976b-5e31-ade4-a0eb8e0f945a,"Steak tacos, three count",9f0065b4-325d-5ecd-9328-d24b02759cfc,2.10,2,0.86
3a3765e4-b251-512d-8718-016be87f9d24,dab5901a-976b-5e31-ade4-a0eb8e0f945a,Chips and tomatillo salsa,9f0065b4-325d-5ecd-9328-d24b02759cfc,1.61,1,0.77
535a8816-e7e9-5197-b515-a439af8b80f9,dab5901a-976b-5e31-ade4-a0eb8e0f945a,Chips and tomatillo salsa,9f0065b4-325d-5ecd-9328-d24b02759cfc,1.83,3,0.72
9881ea9b-1cec-5695-a8e9-a250603ec89a,dab5901a-976b-5e31-ade4-a0eb8e0f945a,Chips and tomatillo salsa,9f0065b4-325d-5ecd-9328-d24b02759cfc,1.95,2,0.88
3df9d574-b2de-52e1-bcc9-995ebe7feefb,dab5901a-976b-5e31-ade4-a0eb8e0f945a,Chips and tomatillo salsa,9f0065b4-325d-5ecd-9328-d24b02759cfc,2.48,1,0.84
27b098a4-cc77-529c-80cd-0463dbadb656,dab5901a-976b-5e31-ade4-a0eb8e0f945a,Chips and tomatillo salsa,9f0065b4-325d-5ecd-9328-d24b02759cfc,2.73,2,0.87
7018d021-1be3-54e3-976d-71b5396b55d3,f00f4bf7-f350-59d5-bd7c-5978484a0777,Clinique moisture surge gel cream,875ccc19-66e7-5835-86a5-73be20384685,35.83,3,0.89
b4d6c1c9-e781-5beb-a965-4522589b735b,f00f4bf7-f350-59d5-bd7c-5978484a0777,Clinique moisture surge gel cream,875ccc19-66e7-5835-86a5-73be20384685,50.69,2,0.72
64c67ed3-5dd5-515f-92d5-df4996fc5988,6854ff14-55e9-587e-9065-4cbe0ea29db1,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,35.12,1,0.99
c2d091cd-aed0-5918-84d7-0065a9d8f81a,6854ff14-55e9-587e-9065-4cbe0ea29db1,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,30.51,2,0.93
81fec317-b21a-5425-88a7-fb42b82b8782,6854ff14-55e9-587e-9065-4cbe0ea29db1,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,28.38,1,0.9
8b044a02-c86e-5448-ad8c-d514e7f38097,6854ff14-55e9-587e-9065-4cbe0ea29db1,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,38.06,1,0.87
4cd84b14-cffe-594c-90ae-89d8eaeefbdd,6854ff14-55e9-587e-9065-4cbe0ea29db1,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,43.39,3,0.78
30649da1-511d-53ec-9b7b-74e6523ddcf2,6854ff14-55e9-587e-9065-4cbe0ea29db1,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,50.85,1,0.75
6744bc99-af6b-5c0e-b019-70990c8aab95,0a61757b-8053-5c80-8dfd-ca7f5b8f2caa,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,22.75,1,0.88
d22321ff-6733-5b60-ab2e-de35c9343b53,0a61757b-8053-5c80-8dfd-ca7f5b8f2caa,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,18.21,3,0.78
6a43c9ef-99f7-5da2-ab34-bc118a2b3aa5,0a61757b-8053-5c80-8dfd-ca7f5b8f2caa,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,47.64,1,0.72
ad46841d-58a2-5cee-b839-9163575fc117,b851516a-97dd-5afb-9118-2d65052f2369,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,39.43,3,0.77
e730db0f-6ec7-53ae-953d-f96c9ecd3ea6,b851516a-97dd-5afb-9118-2d65052f2369,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,41.78,1,0.87
e8e6884d-7264-5b31-a2e3-fe0f590f62e4,b851516a-97dd-5afb-9118-2d65052f2369,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,64.39,2,0.9
8b98a880-bc98-506b-be52-1bcb331fee1a,b851516a-97dd-5afb-9118-2d65052f2369,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,47.37,2,0.86
f1608ff4-abdb-5fd3-aebd-97252b5ee246,b851516a-97dd-5afb-9118-2d65052f2369,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,87.90,1,0.95
922d58c1-a5a3-5907-9d56-41c62918baea,0117da31-859f-5010-9524-7330fab13f6a,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,19.20,2,0.95
0baffd75-b3a8-5aff-9c5f-8678c73d21eb,0117da31-859f-5010-9524-7330fab13f6a,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,28.20,3,0.75
8182c8d8-8264-51a7-925a-9828330ca39c,0117da31-859f-5010-9524-7330fab13f6a,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,17.30,1,0.93
2b707456-b58e-532e-b3d6-749785c1368d,0117da31-859f-5010-9524-7330fab13f6a,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,23.45,3,0.75
e6b23336-fee2-599b-a77c-1bf45b9a832b,0117da31-859f-5010-9524-7330fab13f6a,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,56.86,3,0.71
d755fea6-fb68-5997-accb-ee7a807b9c52,cffded27-80dc-5009-8bdb-59cc791cd50a,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,45.11,2,0.93
620d5a8b-3542-54be-977e-96cc3d42f41e,cffded27-80dc-5009-8bdb-59cc791cd50a,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,41.11,1,0.76
70d5db13-61c2-5c6a-80c9-54c970a15633,cffded27-80dc-5009-8bdb-59cc791cd50a,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,48.30,2,0.75
78acf9db-0687-5a22-a35d-5040aaca65f6,cffded27-80dc-5009-8bdb-59cc791cd50a,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,59.23,1,0.89
b2fc399f-49da-55d1-a880-5703e0bd952d,c1925c4e-3539-5178-9068-e5bf955735cb,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,46.85,2,0.97
d72ef949-69e6-5355-b0b1-0808e61446ee,c1925c4e-3539-5178-9068-e5bf955735cb,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,30.84,1,0.97
75257154-2fca-5217-a3ba-9d9d26753714,c1925c4e-3539-5178-9068-e5bf955735cb,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,84.06,1,0.98
80c52abd-074d-5872-a47f-3e32e19d8bfc,52d03b1a-8d7c-5021-ab2e-1dc78badea4d,LEGO Speed Champions car set,a0c8e4f4-727a-54fd-8788-686976c4a82e,9.41,3,0.97
a5be698f-8d1c-5bac-a9a4-86ef7e175b40,52d03b1a-8d7c-5021-ab2e-1dc78badea4d,"Olay Regenerist face moisturizer, 1.7 oz",875ccc19-66e7-5835-86a5-73be20384685,9.87,1,0.73
a6dca0be-9632-5437-a66f-c019ad38e20d,52d03b1a-8d7c-5021-ab2e-1dc78badea4d,"Threshold cotton sheet set, queen",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,12.85,1,0.88
2ac04650-10f9-50b2-80e7-d46b5a5937dd,52d03b1a-8d7c-5021-ab2e-1dc78badea4d,"Threshold cotton sheet set, queen",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,14.82,2,0.7
7befd0bc-a253-5179-bbe1-8bc3c3151daa,dd143a81-d8b6-5b91-96ba-23d67d74983f,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,39.82,2,0.85
0e5d75bc-044d-55d4-a888-51e6cefd1f39,dd143a81-d8b6-5b91-96ba-23d67d74983f,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,31.05,3,0.92
b73799db-a44b-5d03-a7c8-3aaa4a4aac45,dd143a81-d8b6-5b91-96ba-23d67d74983f,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,64.45,2,0.79
2e90fd6b-56f2-58e7-87a4-4b16d19dc3cc,dd143a81-d8b6-5b91-96ba-23d67d74983f,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,55.13,1,0.84
723fb3a0-da37-5bda-b23b-adf6241f2d64,dd143a81-d8b6-5b91-96ba-23d67d74983f,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,78.72,1,0.91
895a1d3d-77f7-50b2-b93e-9c8ea0a527e9,feb0f6a5-6ff1-5d76-9805-fbcb0bf64ad0,"Anker 20W USB-C fast charger, white",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,12.34,3,0.84
9e3c5408-fed4-5667-a7ee-77faa78bd4dc,feb0f6a5-6ff1-5d76-9805-fbcb0bf64ad0,"Sony WH-CH520 wireless headphones, black",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,21.76,3,0.76
31f93f0e-da37-5c74-b7e5-2ddddd890b0a,feb0f6a5-6ff1-5d76-9805-fbcb0bf64ad0,"Amazon Basics braided HDMI cable, 6 ft",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,19.88,2,0.81
f55375ef-2f9b-5595-a998-f69212c4b02a,feb0f6a5-6ff1-5d76-9805-fbcb0bf64ad0,Kindle ebook: personal finance workbook,a9848b00-9c7c-507a-b1f6-7ae28230a56b,25.70,3,0.9
5e6c4e2f-280c-52c8-9e52-af2f75287da4,ae27d179-d271-53f4-8476-d8ab54fac6f7,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,10.11,2,0.82
ffb01815-7127-5e98-b665-07bc7b8c1029,ae27d179-d271-53f4-8476-d8ab54fac6f7,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,12.52,2,0.8
9ec19f8b-2f9d-5cf9-a96f-663585288512,ae27d179-d271-53f4-8476-d8ab54fac6f7,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,17.25,3,0.89
71b1bfd1-1f65-57f5-ad56-db797092f6b2,c4dd2827-7fc4-5968-9ac6-7aedb52e9400,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,15.07,2,0.83
5065bdc2-9109-58e7-8c51-54f992523478,c4dd2827-7fc4-5968-9ac6-7aedb52e9400,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,15.11,1,0.98
ba7a0386-ade8-57b1-9ece-891f0cbb0ea0,c4dd2827-7fc4-5968-9ac6-7aedb52e9400,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,10.81,1,0.98
67d76fd4-c339-5d1c-b84c-15a72b56aa6d,c4dd2827-7fc4-5968-9ac6-7aedb52e9400,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,19.97,1,0.7
c0051363-9654-5a46-a65b-7c4a93b1b865,fcc3f864-637f-592e-90c2-c05d8f822dea,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,28.48,1,0.79
079e3449-d148-59d0-9994-499faadaaa35,fcc3f864-637f-592e-90c2-c05d8f822dea,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,30.32,3,0.73
b108f40c-fe50-56fc-9752-154641c03dab,fcc3f864-637f-592e-90c2-c05d8f822dea,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,42.95,3,1.0
e06ef114-5058-59f2-8683-0e446daaeb08,fcc3f864-637f-592e-90c2-c05d8f822dea,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,47.89,1,0.94
fb900716-058a-5ec6-8596-4bf3ca907577,fcc3f864-637f-592e-90c2-c05d8f822dea,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,58.32,3,0.97
a35ea74e-93de-58bf-802c-15bebaff818e,bb06ce95-a0b1-58f1-8376-e769a5c44422,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,7.93,2,0.75
e85c52e4-011b-5016-8cca-c555c5e0e2c1,bb06ce95-a0b1-58f1-8376-e769a5c44422,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,15.18,1,0.8
7844ab8f-0cb7-59f2-8fae-2ab6418149ca,a80bb422-9854-5e1c-9ce2-b060666fe814,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,78.47,3,0.8
36091780-97e3-5cde-88a0-590d20de7749,a80bb422-9854-5e1c-9ce2-b060666fe814,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,117.86,3,0.94
8af8a2a3-4555-50bf-8e80-7ce924e5b283,9a0f65e4-3bec-5351-bf30-4d721b6260cb,"SanDisk Extreme portable SSD, 1TB",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,54.83,3,0.77
efcbdca0-f391-5353-a1a7-e415b0efd8a1,9a0f65e4-3bec-5351-bf30-4d721b6260cb,Logitech MX Master 3S wireless mouse,dfc56eef-4ac9-50ce-b4c8-81cc669c4374,72.37,2,0.84
7a10f26c-93c7-5b76-bbda-e907e13bd9f4,9a0f65e4-3bec-5351-bf30-4d721b6260cb,Logitech MX Master 3S wireless mouse,dfc56eef-4ac9-50ce-b4c8-81cc669c4374,171.22,1,0.95
f75bb37e-1acb-5629-874e-d8faf5dfc292,7d685d8d-98ec-53d7-9c2e-5701860f2731,"Oatly oat milk, original, 64 fl oz",1f008adf-0619-503a-a18b-d7efc791afea,6.16,2,0.71
53771848-6f48-5e95-aa0a-f878b3aff3e1,7d685d8d-98ec-53d7-9c2e-5701860f2731,"365 organic baby spinach, 5 oz",968cb096-c18d-575b-81f5-6d06a9ee3a17,16.72,1,0.94
cd6b35e2-c874-5775-b994-df7e827c53b3,f5a29acd-2b70-5185-bea1-40b8bc3b5aa3,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,24.60,2,0.75
75f363cb-44b5-5a1c-b785-0c9ac2505a1a,f5a29acd-2b70-5185-bea1-40b8bc3b5aa3,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,19.10,3,0.87
0f4266a8-dd68-5bbd-a967-9078deee1689,f5a29acd-2b70-5185-bea1-40b8bc3b5aa3,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,15.74,3,0.77
ff578991-e24d-5bf0-a204-9ad44b57e93c,f5a29acd-2b70-5185-bea1-40b8bc3b5aa3,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,41.53,2,0.75
5aebb616-e7bd-5d22-bba0-39929a015147,97032a7e-a09c-5a14-bebc-92a360873620,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,23.65,3,0.99
3968310a-abfe-58e2-a9a9-fe9b19a40dde,97032a7e-a09c-5a14-bebc-92a360873620,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,22.40,2,1.0
ff9484d0-f1a2-5a27-82c3-11c22cc6a3b6,97032a7e-a09c-5a14-bebc-92a360873620,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,24.21,2,0.98
8461b60c-8f36-5d7b-8fee-93038db0db22,97032a7e-a09c-5a14-bebc-92a360873620,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,26.50,3,0.85
7bd95754-b6df-5bee-b26a-cdd655feba1f,97032a7e-a09c-5a14-bebc-92a360873620,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,51.02,2,0.83
e0275ce1-a597-5a1e-b25c-65530ce57a9b,40813d00-d6f3-579c-9e3f-b4f2b133c63a,"Husky heavy-duty storage bin, 27 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,52.35,2,0.9
fca3610f-9e1e-5335-aa45-d0f19ea00ab9,40813d00-d6f3-579c-9e3f-b4f2b133c63a,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,44.65,3,0.8
9745aea0-aba6-5057-9b52-74cd2b55550b,40813d00-d6f3-579c-9e3f-b4f2b133c63a,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,60.45,1,1.0
a8944a5d-c2ac-555e-a887-a1747e02edeb,40813d00-d6f3-579c-9e3f-b4f2b133c63a,"Behr Premium Plus interior paint, 1 gal",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,63.26,2,0.84
c409cbeb-0c3a-5b90-9bb9-3001fb32d47a,40813d00-d6f3-579c-9e3f-b4f2b133c63a,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,71.33,2,0.84
0aec8f03-6325-57c9-82c4-b532c01ebce5,115de085-3662-5e65-a7b2-9f78aa4c7303,Insignia 6-outlet surge protector,dfc56eef-4ac9-50ce-b4c8-81cc669c4374,65.06,2,0.72
700e6634-78ba-5893-9f05-fe567cf85e2f,115de085-3662-5e65-a7b2-9f78aa4c7303,"SanDisk Extreme portable SSD, 1TB",dfc56eef-4ac9-50ce-b4c8-81cc669c4374,60.86,2,0.8
bdabc214-97d8-532b-bc62-0683b1fcc773,115de085-3662-5e65-a7b2-9f78aa4c7303,Logitech MX Master 3S wireless mouse,dfc56eef-4ac9-50ce-b4c8-81cc669c4374,73.49,3,0.8
2ba0f07e-4c31-512d-8acd-c6058c46d1c3,115de085-3662-5e65-a7b2-9f78aa4c7303,Logitech MX Master 3S wireless mouse,dfc56eef-4ac9-50ce-b4c8-81cc669c4374,95.25,2,0.8
6f3bb12c-bb50-5e06-9496-5df38b3f2e05,c55248ed-a411-5605-b3d0-8b47dc3f4fdf,Clinique moisture surge gel cream,875ccc19-66e7-5835-86a5-73be20384685,16.13,1,0.88
417b7650-2dce-5869-9e6e-457a99892cd2,c55248ed-a411-5605-b3d0-8b47dc3f4fdf,Hotel Collection bath robe,95b5aa5e-4831-5a09-8b4c-36da6ac64ad5,12.37,1,0.85
f9cb3d80-4a43-512e-a187-d7e67ffd611e,c55248ed-a411-5605-b3d0-8b47dc3f4fdf,Charter Club wrinkle-resistant dress shirt,95b5aa5e-4831-5a09-8b4c-36da6ac64ad5,18.10,3,0.76
83939fac-3792-5ab8-92e1-27b81bd81b8a,c55248ed-a411-5605-b3d0-8b47dc3f4fdf,Clinique moisture surge gel cream,875ccc19-66e7-5835-86a5-73be20384685,12.71,3,0.82
2abf45f6-7ece-5b7b-932b-ef466dcc6246,c55248ed-a411-5605-b3d0-8b47dc3f4fdf,Charter Club wrinkle-resistant dress shirt,95b5aa5e-4831-5a09-8b4c-36da6ac64ad5,14.58,3,0.95
b25107f3-77a6-52df-b202-8309579c210e,c55248ed-a411-5605-b3d0-8b47dc3f4fdf,Charter Club wrinkle-resistant dress shirt,95b5aa5e-4831-5a09-8b4c-36da6ac64ad5,32.99,3,0.8
7a02bfdb-ecc7-57d6-9d66-93297fe1f9db,136f7f44-6cf1-56a7-8b94-31fe07831ae8,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,39.27,1,0.71
628b1d04-a315-5e56-815a-4a487aecfd32,136f7f44-6cf1-56a7-8b94-31fe07831ae8,"Ryobi drill bit set, 20 piece",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,91.40,3,0.87
a8d1163f-ad33-5943-a51a-1e2ad2513625,1fe94e18-67c0-5dfc-b7f0-ccfc94bddd64,"Miracle-Gro potting mix, 25 qt",b37366c7-b51f-5b63-95f1-e4bd96f6ad3e,74.01,2,0.84
