id,household_id,account_id,owner_user_id,merchant_id,amount,currency,base_amount,fx_rate,txn_date,category_id,status,source_document_id,source_channel,flags,notes,confidence,external_id,created_at
b2073952-1a90-5acb-8806-1acf1e2fc1e7,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,bea56dd3-0d8f-5b9e-8688-1f2c3fcc2a11,-11.27,USD,-11.27,,2025-09-30,fa112a1b-3269-5304-b7dc-1ef8de5dddc0,confirmed,,plaid,{'recurring': True},CHIPOTLE 2506 DEBIT,0.89,,2025-09-30T00:00:00
d08e3da4-7687-5268-9697-1bd586f0efe3,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,d97309cb-eeb8-505a-9948-eec2d33394db,-270.36,USD,-270.36,,2025-09-30,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,manual,{},HOME DEPOT #5826 ,0.98,,2025-09-30T00:00:00
abbace9c-bcd0-55e2-91e7-92bb755cea2d,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,d97309cb-eeb8-505a-9948-eec2d33394db,-218.89,USD,-218.89,,2025-09-30,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,manual,{},HOME DEPOT #2194 DEBIT,0.71,,2025-09-30T00:00:00
52ff7879-a406-5eec-8f85-8b65d4a40b3f,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,8b093965-626b-562e-ba34-3a2ae16c7328,-27.28,USD,-27.28,,2025-10-01,875ccc19-66e7-5835-86a5-73be20384685,draft,,manual,{},PLANET FITNESS,0.86,,2025-10-01T00:00:00
e7cb1d32-9a25-5e99-980d-1bd4a15fcee6,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d553f2a4-b2c8-570b-8de4-81fa86437869,-98.52,USD,-98.52,,2025-10-01,83564403-ac9f-5db5-a4fb-344879db34db,confirmed,,manual,{},WALMART 9759 PAYMENT,0.79,,2025-10-01T00:00:00
e3cbcbbf-9f73-524b-af31-57b00f28dcfc,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,158297b6-5a99-547c-9a9d-4e9a859d9dab,-7.07,USD,-7.07,,2025-10-01,5638caff-364a-55b0-9433-607e4844f64b,confirmed,,manual,{'recurring': True},STARBUCKS 7643 DEBIT,0.96,,2025-10-01T00:00:00
39e6706c-becc-5e75-9a37-0e2fe52cfa08,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,7d5663eb-5e52-5077-9815-788af0c1bfc3,-5.63,USD,-5.63,,2025-10-02,de3f2bc4-947e-5d7b-a51e-d6da6178c1df,confirmed,,plaid,{},MCDONALD'S #6527,0.99,,2025-10-02T00:00:00
9219ad5c-ce29-55d2-8aa2-0d3b9c716bf1,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,d97309cb-eeb8-505a-9948-eec2d33394db,-43.49,USD,-43.49,,2025-10-02,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,manual,{},HOME DEPOT #1256 ,0.73,,2025-10-02T00:00:00
051149a8-f704-5cde-818c-bad7eb5b25ca,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,d97309cb-eeb8-505a-9948-eec2d33394db,-132.43,USD,-132.43,,2025-10-03,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,manual,{},HOME DEPOT #3949 ,0.93,,2025-10-03T00:00:00
2cef1dd6-8366-5a76-b13f-ee631fafaa0f,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,c905592e-a82b-5c8e-904a-d39c475430ef,-54.78,USD,-54.78,,2025-10-03,f43ab923-88d2-5d30-b514-e67d3c90367a,confirmed,,manual,{},SHELL OIL 4173 DEBIT,0.75,,2025-10-03T00:00:00
858a333f-c5e5-5288-9987-3cd7a605b59e,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,2b4a9416-2f9a-5c84-8a99-089c2a8da440,-78.25,USD,-78.25,,2025-10-04,06a5f4d3-67e1-5147-a99f-8e6859ddba5e,confirmed,,manual,{},COMCAST 3589,0.77,,2025-10-04T00:00:00
4d2471d4-d88c-523f-ad92-4934fe27f5f0,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,5813fb16-6db8-5fd5-9486-97b3414b3ad6,-43.01,USD,-43.01,,2025-10-04,83564403-ac9f-5db5-a4fb-344879db34db,confirmed,,manual,{'recurring': True},WHOLE FOODS 4731 DEBIT,0.81,,2025-10-04T00:00:00
61af8bd9-c16a-52d3-9046-177e3f0ed6dc,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,5813fb16-6db8-5fd5-9486-97b3414b3ad6,-41.99,USD,-41.99,,2025-10-04,83564403-ac9f-5db5-a4fb-344879db34db,confirmed,,manual,{'recurring': True},WHOLE FOODS 3784 PURCHASE,0.76,,2025-10-04T00:00:00
ee3ab867-2513-53d7-b364-dbdc304e44f3,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,c9ef2dab-c18a-5c65-bdc7-b6b34f18356e,-20.84,USD,-20.84,,2025-10-04,f4256214-1f20-597d-abac-553feefc5cd8,confirmed,,plaid,{},CVS PHARMACY #1203,0.77,,2025-10-04T00:00:00
67fd67d8-a8a6-5269-ad1b-23bc4bf13699,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,808b3755-614e-5b7e-ba90-ef88c5558ae5,-20.52,USD,-20.52,,2025-10-05,d765f3b4-e63d-5ea7-8e05-58458f986634,confirmed,,manual,{},LYFT,0.91,,2025-10-05T00:00:00
6864d835-f8ab-58ce-8807-423a3450505d,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,b7475634-9a3f-5b47-9978-5578a1ceb107,-117.96,USD,-117.96,,2025-10-05,ba8264d5-be92-573d-bee0-fc77ba1eba53,confirmed,,manual,{},MACY'S,0.8,,2025-10-05T00:00:00
ef187ec6-7b65-5540-8e20-224cda3090d3,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,b8eadc23-f654-5613-9f2a-cf111cf0ed88,-55.24,USD,-55.24,,2025-10-06,83564403-ac9f-5db5-a4fb-344879db34db,confirmed,,plaid,{},TRADER JOE'S #3871,0.8,,2025-10-06T00:00:00
f4c35cc1-1bcf-585e-b572-08079895e30e,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,c905592e-a82b-5c8e-904a-d39c475430ef,-46.04,USD,-46.04,,2025-10-06,f43ab923-88d2-5d30-b514-e67d3c90367a,confirmed,,plaid,{},SHELL OIL 8501 DEBIT,0.99,,2025-10-06T00:00:00
0e19645e-81cb-5e05-ba80-562b4c7d6b42,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d97309cb-eeb8-505a-9948-eec2d33394db,-252.96,USD,-252.96,,2025-10-06,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,manual,{},HOME DEPOT #6616 PAYMENT,0.87,,2025-10-06T00:00:00
d7be0f11-7d7c-5f3f-bf25-179362e547b1,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,d97309cb-eeb8-505a-9948-eec2d33394db,-234.38,USD,-234.38,,2025-10-06,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,plaid,{},HOME DEPOT #6785 PAYMENT,0.75,,2025-10-06T00:00:00
a90da48b-10f1-5ae9-9f95-1f384f1e0ded,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,2d8b3f27-58fe-5583-8d7e-995c79ade98a,-97.91,USD,-97.91,,2025-10-07,83564403-ac9f-5db5-a4fb-344879db34db,confirmed,,plaid,{'recurring': True},KROGER #1408,0.98,,2025-10-07T00:00:00
42ebf297-aa8a-5b42-8bd7-4c0570f1462a,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,f573b94f-d6d1-51c3-a8dd-9f4c61a57329,-115.78,USD,-115.78,,2025-10-07,0c9330d7-1154-5540-9033-ff3ccdfd842d,confirmed,,manual,{},VERIZON WIRELESS 1369,0.99,,2025-10-07T00:00:00
53346507-fe27-5c62-bd25-4ea364d02c57,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,f573b94f-d6d1-51c3-a8dd-9f4c61a57329,-124.05,USD,-124.05,,2025-10-07,7c8fb462-7d13-54a2-8a1d-9974bce7d252,confirmed,,manual,{},VERIZON WIRELESS 3423,0.8,,2025-10-07T00:00:00
27dfa943-a451-5f13-810c-bc7b92ef55b1,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,aed3c2eb-e1aa-5aab-aed0-039beaa9a52d,-9.99,USD,-9.99,,2025-10-08,8186f853-4ffe-5357-8ca5-adc11ba52b8a,confirmed,,manual,{},SPOTIFY USA,0.79,,2025-10-08T00:00:00
e4df3b0f-7291-55cf-bdc0-c8e6e8e01afa,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,1796e996-84d5-5ef5-a717-a953e2e49c08,-172.11,USD,-172.11,,2025-10-08,b7ec2236-fab9-5f74-9e59-c0476c5dccf2,confirmed,,manual,{},MARRIOTT,0.93,,2025-10-08T00:00:00
1acce8f0-86c6-5bda-8e81-5cf817b862ee,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,c9ef2dab-c18a-5c65-bdc7-b6b34f18356e,-22.29,USD,-22.29,,2025-10-09,dbdc8686-ec42-5ce3-ba3f-5424fe985322,confirmed,,manual,{'recurring': True},CVS PHARMACY #1439,0.95,,2025-10-09T00:00:00
279b53e1-8ec7-5e95-9aae-65c116ea6ac1,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,d97309cb-eeb8-505a-9948-eec2d33394db,-255.90,USD,-255.90,,2025-10-09,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,plaid,{},HOME DEPOT #3394 PAYMENT,0.72,,2025-10-09T00:00:00
4b4f6c0b-2420-51d9-999c-2e2f7d1fa154,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,bbc36a1d-bf0a-5d6c-ae4f-ff309f63cf39,-298.42,USD,-298.42,,2025-10-09,ba8264d5-be92-573d-bee0-fc77ba1eba53,confirmed,,manual,{},BEST BUY,0.85,,2025-10-09T00:00:00
2c09dd60-7573-50f0-8772-5d5c2e572804,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,bbc36a1d-bf0a-5d6c-ae4f-ff309f63cf39,-271.10,USD,-271.10,,2025-10-10,aee92619-ae79-565c-a988-70e59f94bc78,confirmed,,manual,{},BEST BUY,0.74,,2025-10-10T00:00:00
b04453fa-e09b-51ce-860b-19188d090340,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,2b4a9416-2f9a-5c84-8a99-089c2a8da440,-83.92,USD,-83.92,,2025-10-11,7c8fb462-7d13-54a2-8a1d-9974bce7d252,confirmed,,manual,{},COMCAST 2085,0.98,,2025-10-11T00:00:00
c2c1e51b-181d-5fcb-9561-ff024a65fe7a,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d97309cb-eeb8-505a-9948-eec2d33394db,-56.48,USD,-56.48,,2025-10-11,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,plaid,{},HOME DEPOT #6770 PURCHASE,0.72,,2025-10-11T00:00:00
c3db92a9-d928-58b7-8693-718526f652e5,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,4af9f4ae-4781-5cb6-8281-5c9f09d25ac0,-109.18,USD,-109.18,,2025-10-11,12915486-2f7b-557e-9d40-6d2f4442ed6d,confirmed,,plaid,{},TARGET 4506 ,0.99,,2025-10-11T00:00:00
75aea2b6-c9ae-5be2-a35b-f9eea24428b9,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,d97309cb-eeb8-505a-9948-eec2d33394db,-210.81,USD,-210.81,,2025-10-11,ccb8e507-d6df-51d3-9c6b-2af43847184c,draft,,manual,{},HOME DEPOT #7672 PAYMENT,0.72,,2025-10-11T00:00:00
4ea86236-d386-59ac-bc9c-57c53fe9dcb5,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,41d50eda-694c-5967-8780-12cd00399dab,-6.66,USD,-6.66,,2025-10-12,fa112a1b-3269-5304-b7dc-1ef8de5dddc0,confirmed,,manual,{},DUNKIN',0.99,,2025-10-12T00:00:00
0bc02cd2-3ce1-50bf-bcc6-c9b65e11d048,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,68f0922a-39b9-507c-92a6-e2500de5f321,-121.43,USD,-121.43,,2025-10-12,83564403-ac9f-5db5-a4fb-344879db34db,confirmed,,manual,{},COSTCO WHSE #4815,0.93,,2025-10-12T00:00:00
f3dfeffb-566e-53a2-aa40-3b210665a3bc,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,c9ef2dab-c18a-5c65-bdc7-b6b34f18356e,-21.65,USD,-21.65,,2025-10-12,dbdc8686-ec42-5ce3-ba3f-5424fe985322,confirmed,,manual,{},CVS PHARMACY #9379,0.78,,2025-10-12T00:00:00
53253b69-8a1e-58fc-ae73-b4161d0b4089,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,bea56dd3-0d8f-5b9e-8688-1f2c3fcc2a11,-14.96,USD,-14.96,,2025-10-13,6beed52e-4ccd-593d-890d-ce94bd2b2745,confirmed,,manual,{'recurring': True},CHIPOTLE 9887 PAYMENT,0.71,,2025-10-13T00:00:00
5c0a4e12-7ae2-57c6-854e-a633d62e5307,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,8989e0bc-e443-55e5-9e3f-e2a8f32ee6d7,-15.49,USD,-15.49,,2025-10-13,ea950238-0d12-58ed-8e20-085ecb1a6754,confirmed,,manual,{},NETFLIX.COM,0.87,,2025-10-13T00:00:00
0f8247ed-5f61-5017-be46-bcbead704f07,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d97309cb-eeb8-505a-9948-eec2d33394db,-190.83,USD,-190.83,,2025-10-14,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,manual,{},HOME DEPOT #6250 DEBIT,0.81,,2025-10-14T00:00:00
4b18137a-239e-5c9f-ab61-04e1f29c6719,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,2b4a9416-2f9a-5c84-8a99-089c2a8da440,-100.89,USD,-100.89,,2025-10-14,bf16b8ec-849c-50c6-9240-c9ae62d9ba69,confirmed,,plaid,{},COMCAST 6755,0.79,,2025-10-14T00:00:00
77a7021f-3447-5ab8-b268-5d31a92ccd56,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,c905592e-a82b-5c8e-904a-d39c475430ef,-60.90,USD,-60.90,,2025-10-15,f43ab923-88d2-5d30-b514-e67d3c90367a,confirmed,,manual,{},SHELL OIL 1334 ,0.82,,2025-10-15T00:00:00
04d3c773-f297-53cc-a05c-090fc0b94608,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d97309cb-eeb8-505a-9948-eec2d33394db,-156.57,USD,-156.57,,2025-10-15,ccb8e507-d6df-51d3-9c6b-2af43847184c,draft,,plaid,{},HOME DEPOT #5907 PAYMENT,0.95,,2025-10-15T00:00:00
3acd50e4-6bf9-515f-bebd-c19d93f02ea6,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,234091f8-66bb-5bb3-84d3-5acfb26b89bb,-17.51,USD,-17.51,,2025-10-15,f43ab923-88d2-5d30-b514-e67d3c90367a,confirmed,,manual,{},UBER *TRIP 2506,0.94,,2025-10-15T00:00:00
8cc6fcf0-de4f-5108-8c7e-367fb85ad30b,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,2b4a9416-2f9a-5c84-8a99-089c2a8da440,-107.47,USD,-107.47,,2025-10-15,0c9330d7-1154-5540-9033-ff3ccdfd842d,confirmed,,manual,{},COMCAST 7788,0.86,,2025-10-15T00:00:00
a977f188-9c08-5cc7-b896-8491c92a2679,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,f2a9ca2a-37af-503e-8036-0623ac1a9dbc,-8.76,USD,-8.76,,2025-10-16,12915486-2f7b-557e-9d40-6d2f4442ed6d,confirmed,,manual,{},APPLE.COM/BILL,0.77,,2025-10-16T00:00:00
7e70d519-5f7a-5d21-87cf-5c7794745f19,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,d553f2a4-b2c8-570b-8de4-81fa86437869,-98.75,USD,-98.75,,2025-10-16,83564403-ac9f-5db5-a4fb-344879db34db,confirmed,,plaid,{},WALMART 5702 PURCHASE,0.73,,2025-10-16T00:00:00
0b83792f-0102-5b15-907e-31dc98040807,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,2b4a9416-2f9a-5c84-8a99-089c2a8da440,-133.67,USD,-133.67,,2025-10-17,0c9330d7-1154-5540-9033-ff3ccdfd842d,confirmed,,manual,{'recurring': True},COMCAST 6143,0.9,,2025-10-17T00:00:00
2de32cac-be84-5c85-b39d-b1071f12d099,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,c905592e-a82b-5c8e-904a-d39c475430ef,-59.87,USD,-59.87,,2025-10-18,f43ab923-88d2-5d30-b514-e67d3c90367a,confirmed,,manual,{},SHELL OIL 2478 PURCHASE,0.88,,2025-10-18T00:00:00
2fd09be9-2f92-5c9a-8c58-198a0d4e8991,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,1796e996-84d5-5ef5-a717-a953e2e49c08,-268.71,USD,-268.71,,2025-10-18,79c60cc2-48aa-5f74-8871-3cb616b26e25,confirmed,,plaid,{},MARRIOTT,0.91,,2025-10-18T00:00:00
ce89da98-3d9c-5363-a0cd-63f29ec5c09f,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,f573b94f-d6d1-51c3-a8dd-9f4c61a57329,-109.89,USD,-109.89,,2025-10-18,2d123316-c022-5b31-8284-b23e61b8e6d0,confirmed,,manual,{'recurring': True},VERIZON WIRELESS 7302,0.91,,2025-10-18T00:00:00
94e2350c-e709-58f4-abdc-475fdfaa5d4b,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,1796e996-84d5-5ef5-a717-a953e2e49c08,-172.56,USD,-172.56,,2025-10-19,7dc4d185-914f-5736-9f4d-8756e08d9766,confirmed,,plaid,{'recurring': True},MARRIOTT,0.89,,2025-10-19T00:00:00
126778e5-5638-5d8f-a695-60deb4bdafc3,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,d97309cb-eeb8-505a-9948-eec2d33394db,-149.26,USD,-149.26,,2025-10-19,bdba84aa-8286-5caf-8252-985e2f2f3c1a,confirmed,,manual,{},HOME DEPOT #7920 DEBIT,0.81,,2025-10-19T00:00:00
dfae2811-91c3-5710-b003-ea16bfdbc899,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,494fb35b-ea2e-5ea2-8e6a-da836c11e230,dac49113-c1bb-5b26-8af5-745de0febf46,a00cde6f-8b9f-5006-9541-fdeeb8008d4f,-153.59,USD,-153.59,,2025-10-19,ba8264d5-be92-573d-bee0-fc77ba1eba53,confirmed,,manual,{},Amazon.com 3229 DEBIT,0.72,,2025-10-19T00:00:00
dd4eaa7d-5d66-586c-8b5f-ea39d92d5485,532788bd-1641-5dc9-b246-c4397ed4af60,859c8fb0-d2a2-5d68-ad57-6ad36dcbffcc,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d97309cb-eeb8-505a-9948-eec2d33394db,-214.86,USD,-214.86,,2025-10-20,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,plaid,{},HOME DEPOT #7570 ,0.81,,2025-10-20T00:00:00
548eb184-40bf-54b5-a193-00224931e1fe,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,f2a9ca2a-37af-503e-8036-0623ac1a9dbc,-24.99,USD,-24.99,,2025-10-20,ba8264d5-be92-573d-bee0-fc77ba1eba53,confirmed,,plaid,{},APPLE.COM/BILL,0.96,,2025-10-20T00:00:00
74c4fbc9-fefc-5232-8c0c-1b4bec88041e,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,d97309cb-eeb8-505a-9948-eec2d33394db,-298.63,USD,-298.63,,2025-10-20,bdba84aa-8286-5caf-8252-985e2f2f3c1a,confirmed,,plaid,{},HOME DEPOT #7853 PURCHASE,0.99,,2025-10-20T00:00:00
b195bfae-639b-53ad-b444-65e715171e99,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,f573b94f-d6d1-51c3-a8dd-9f4c61a57329,-65.35,USD,-65.35,,2025-10-21,2d123316-c022-5b31-8284-b23e61b8e6d0,confirmed,,manual,{},VERIZON WIRELESS 7466,0.78,,2025-10-21T00:00:00
e31983a1-249a-5c8c-bf9e-da5220238a77,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,b7475634-9a3f-5b47-9978-5578a1ceb107,-183.36,USD,-183.36,,2025-10-21,c41a2c56-8547-5a0c-aaec-8c24b93da49d,confirmed,,manual,{},MACY'S,0.74,,2025-10-21T00:00:00
de2fae75-9e37-5a97-aed3-f4aff08edb80,fb1ad2c1-a5b0-5ae0-9d88-507024507a14,de3e3182-4126-54b8-a5b3-1fbacfb03c9e,dac49113-c1bb-5b26-8af5-745de0febf46,1796e996-84d5-5ef5-a717-a953e2e49c08,-303.23,USD,-303.23,,2025-10-21,79c60cc2-48aa-5f74-8871-3cb616b26e25,confirmed,,plaid,{},MARRIOTT,1.0,,2025-10-21T00:00:00
5995ea23-bdc8-5c2b-a259-2424c1b79f4d,532788bd-1641-5dc9-b246-c4397ed4af60,c7c53ab9-c6fe-5a0b-b3a8-36f12237d898,6a8ed953-2c24-5301-8d91-e6aa9dcfeadf,d97309cb-eeb8-505a-9948-eec2d33394db,-67.20,USD,-67.20,,2025-10-22,ccb8e507-d6df-51d3-9c6b-2af43847184c,confirmed,,manual,{},HOME DEPOT #3679 ,0.81,,2025-10-22T00:00:00
